unvocalized,vocalized,root,normalized,jamid,musytaq
فقاعة,فُقَّاعَةٌ,فقاعة,فقاعة,1,0
فقارة,فَقَارَةٌ,فقر,فقارة,1,0
فقرة,فَقَرَةٌ,فقر,فقرة,1,0
فقرة,فُقْرَةٌ,فقر,فقرة,1,0
فقرة,فِقْرَةٌ,فقر,فقرة,1,0
فقاعة,فُقَّاعَة,فقع,فقاعة,1,0
فقمة,فُقْمَةٌ,فقمة,فقمة,1,0
فكرة,فِكْرَةٌ,فكر,فكرة,1,0
أفكوهة,أُفْكوهَةٌ,فكه,ءفكوهة,1,0
فاكهية,فَاكِهِيَّةٌ,فكه,فاكهية,1,0
فكاهة,فُكَاهَةٌ,فكه,فكاهة,1,0
فلتة,فَلْتَةٌ,فلت,فلتة,1,0
فلذة,فِلْذَةٌ,فلذ,فلذة,1,0
فلسطين,فِلَسْطِين,فلسطين,فلسطين,1,0
فلحة,فَلْحَةٌ,فلح,فلحة,1,0
فلقة,فَلَقَةٌ,فلق,فلقة,1,0
فلقة,فِلْقَةٌ,فلق,فلقة,1,0
فلاحة,فِلاَحَةٌ,فلح,فلاحة,1,0
فليكة,فُلَيْكَةٌ,فلك,فليكة,1,0
فلاة,فَلاَةٌ,فلو,فلاة,1,0
أفانين,أفَانِينُ,فني,ءفانين,1,0
فورة,فَوْرَةٌ,فور,فورة,1,0
مفازة,مَفَازَة,فوز,مفازة,1,0
فوشية,فُوشِيَةٌ,فوشية,فوشية,1,0
فوضى,فَوْضًى,فوض,فوضى,1,0
فوطة,فُوطَةٌ,فوطة,فوطة,1,0
فوقة,فُوقَةٌ,فوق,فوقة,1,0
فيقة,فِيقَةٌ,فوق,فيقة,1,0
فوة,فُوَّةٌ,فوة,فوة,1,0
فوهة,فُوَّهَةٌ,فوه,فوهة,1,0
فيحاء,فَيْحَاءُ,فيح,فيحاء,1,0
فائدة,فَائِدَةٌ,فيد,فاءدة,1,0
فيزياء,فِيزِيَاءُ,فيزياء,فيزياء,1,0
فيلجة,فِيلَجَةٌ,فيلجة,فيلجة,1,0
فينة,فَيْنَةٌ,فين,فينة,1,0
قاقلة,قَاقُلَّةٌ,قاقلة,قاقلة,1,0
قائمقامية,قَائِمْقَامِيَّةٌ,قائمقامية,قاءمقامية,1,0
قبة,قُبَّةٌ,قبب,قبة,1,0
قبية,قِبِّيَّةٌ,قبب,قبية,1,0
فيفاء,فَيْفَاءُ,فيف,فيفاء,1,0
قبرة,قُبَّرَةٌ,قبرة,قبرة,1,0
قباضة,قَبَّاضَةٌ,قبض,قباضة,1,0
قبعة,قُبَّعَةٌ,قبع,قبعة,1,0
قبيعة,قَبِيعَةٌ,قبع,قبيعة,1,0
قبالة,قُبَالَةٌ,قبل,قبالة,1,0
قبلة,قُبْلَةٌ,قبل,قبلة,1,0
قبلة,قِبْلَةٌ,قبل,قبلة,1,0
قبانة,قِبَانَةٌ,قبن,قبانة,1,0
مقبرة,مَقْبَرَةٌ,قبر,مقبرة,1,0
قبيلة,قَبِيلَةٌ,قبيلة,قبيلة,1,0
قتيبة,قُتَيْبَةٌ,قتب,قتيبة,1,0
قتلة,قِتْلَةٌ,قتل,قتلة,1,0
قتمة,قَتَمَةٌ,قتم,قتمة,1,0
قتمة,قُتْمَةٌ,قتم,قتمة,1,0
قحافة,قُحَافَةٌ,قحف,قحافة,1,0
قحفاء,قَحْفَاءُ,قحف,قحفاء,1,0
قداحة,قَدَّاحَةٌ,قدح,قداحة,1,0
قدة,قِدَّةٌ,قدد,قدة,1,0
قديرة,قُدَيْرَةٌ,قدر,قديرة,1,0
قدوة,قُدْوَةٌ,قدو,قدوة,1,0
قدوى,قَدْوَى,قدو,قدوى,1,0
قذاذة,قُذَاذَةٌ,قذذ,قذاذة,1,0
قذة,قُذَّةٌ,قذذ,قذة,1,0
قحولة,قُحُولَةٌ,قحل,قحولة,1,0
قذيفة,قَذِيفَةٌ,قذف,قذيفة,1,0
قذاة,قَذَاةٌ,قذي,قذاة,1,0
قربة,قِرْبَةٌ,قرب,قربة,1,0
قريحة,قَرِيحَةٌ,قرح,قريحة,1,0
قارة,قَارَّةٌ,قرر,قارة,1,0
قارورة,قَارُورَةٌ,قرر,قارورة,1,0
قرصة,قُرْصَةٌ,قرص,قرصة,1,0
قربة,قُرْبَةٌ,قربة,قربة,1,0
قارعة,قَارِعَةٌ,قرع,قارعة,1,0
قرعة,قُرْعَةٌ,قرع,قرعة,1,0
مقرعة,مِقْرَعَةٌ,قرع,مقرعة,1,0
قرعة,قَرْعَةٌ,قرعة,قرعة,1,0
قرفة,قِرْفَةٌ,قرفة,قرفة,1,0
قرفصاء,قُرْفُصَاءُ,قرفص,قرفصاء,1,0
قرنة,قُرْنَةٌ,قرن,قرنة,1,0
قرنية,قَرْنِيَّةٌ,قرن,قرنية,1,0
قزحة,قُزْحَةٌ,قزح,قزحة,1,0
قزحية,قُزَحِيَّةٌ,قزح,قزحية,1,0
قازوزة,قَازُوزَةٌ,قزز,قازوزة,1,0
قزازة,قِزَازَةٌ,قزز,قزازة,1,0
قسمة,قَسَمَةٌ,قسم,قسمة,1,0
قسمة,قِسْمَةٌ,قسم,قسمة,1,0
قصة,قُصَّةٌ,قصة,قصة,1,0
قشابية,قَشَّابِيَّةٌ,قشب,قشابية,1,0
قشدة,قِشْدَةٌ,قشد,قشدة,1,0
قشارة,قُشَارَةٌ,قشر,قشارة,1,0
قشرة,قِشْرَةٌ,قشر,قشرة,1,0
قشة,قَشَّةٌ,قشش,قشة,1,0
قشلة,قِشْلَةٌ,قشلة,قشلة,1,0
قصابة,قِصَابَةٌ,قصب,قصابة,1,0
قصبة,قَصَبَةٌ,قصب,قصبة,1,0
قصارة,قُصَارَةٌ,قصر,قصارة,1,0
قصارى,قُصَارَى,قصر,قصارى,1,0
مقصورة,مَقْصُورَةٌ,قصر,مقصورة,1,0
أقصوصة,أُقْصُوصَةٌ,قصص,ءقصوصة,1,0
قصاصة,قُصَاصَةٌ,قصص,قصاصة,1,0
قصبة,قَصِبَةٌ,قصص,قصبة,1,0
قصة,قِصَّةٌ,قصص,قصة,1,0
قصعة,قَصْعَةٌ,قصعة,قصعة,1,0
قصالة,قُصَالَةٌ,قصل,قصالة,1,0
قصلة,قَصْلَةٌ,قصل,قصلة,1,0
مقصلة,مِقْصَلَةٌ,قصل,مقصلة,1,0
قضيبة,قُضَيِّبَةٌ,قضب,قضيبة,1,0
قضة,قَضَّةٌ,قضض,قضة,1,0
قضة,قِضَّةٌ,قضض,قضة,1,0
قاضية,قَاضِيَةٌ,قضي,قاضية,1,0
قضية,قَضِيَّةٌ,قضي,قضية,1,0
قطارة,قَطَّارَةٌ,قطر,قطارة,1,0
قطارة,قُطَارَةٌ,قطر,قطارة,1,0
مقطورة,مَقْطُورَةٌ,قطر,مقطورة,1,0
إقطاعة,إقْطَاعَةٌ,قطع,ءقطاعة,1,0
قطاعة,قُطَاعَةٌ,قطع,قطاعة,1,0
قطعة,قِطْعَةٌ,قطع,قطعة,1,0
قطيعة,قَطِيعَةٌ,قطع,قطيعة,1,0
مقطوعة,مَقْطُوعَةٌ,قطع,مقطوعة,1,0
قطافة,قُطَافَةٌ,قطف,قطافة,1,0
قطيفة,قَطِيفَةٌ,قطف,قطيفة,1,0
قطنة,قُطْنَةٌ,قطن,قطنة,1,0
قطاة,قَطَاةٌ,قطو,قطاة,1,0
مقعدة,مَقْعَدَةٌ,قعد,مقعدة,1,0
قفرة,قَفْرَةٌ,قفر,قفرة,1,0
قافزة,قَافِزَةٌ,قفز,قافزة,1,0
قفة,قُفَّةٌ,قفف,قفة,1,0
قافلة,قَافِلَةٌ,قفل,قافلة,1,0
قفيزة,قُفَيْزَةٌ,قفيزة,قفيزة,1,0
قلادة,قِلاَدَةٌ,قلد,قلادة,1,0
تقليعة,تَقْليعَةٌ,قلع,تقليعة,1,0
قلعة,قَلْعَةٌ,قلع,قلعة,1,0
قلفة,قُلْفَةٌ,قلف,قلفة,1,0
قلامة,قُلاَمَةٌ,قلم,قلامة,1,0
مقلمة,مِقْلَمَةٌ,قلم,مقلمة,1,0
قلنسوة,قَلَنْسُوَةٌ,قلنسوة,قلنسوة,1,0
مقلاة,مِقْلاَةٌ,قلي,مقلاة,1,0
مقلى,مِقْلَى,قلي,مقلى,1,0
قمحية,قَمْحِيَّةٌ,قمح,قمحية,1,0
قمراء,قَمْرَاءُ,قمر,قمراء,1,0
قمرة,قُمْرَةٌ,قمر,قمرة,1,0
قمرية,قَمْرِيَّةٌ,قمر,قمرية,1,0
قمرية,قَمَرِيَّةٌ,قمرية,قمرية,1,0
قماشة,قُمَاشَةٌ,قمش,قماشة,1,0
قمعة,قَمَعَةٌ,قمع,قمعة,1,0
مقمعة,مِقْمَعَةٌ,قمع,مقمعة,1,0
قمقمة,قُمْقُمَةٌ,قمقمة,قمقمة,1,0
قملة,قُمَّلَةٌ,قمل,قملة,1,0
قملة,قَمْلَةٌ,قملة,قملة,1,0
قمامة,قُمَامَةٌ,قمم,قمامة,1,0
قمامية,قُمَامِيَّةٌ,قمم,قمامية,1,0
قنبرة,قُنْبُرَةٌ,قنبرة,قنبرة,1,0
قنبلة,قُنْبُلَةٌ,قنبل,قنبلة,1,0
قنزعة,قَنْزَعَةٌ,قنزع,قنزعة,1,0
قمة,قِمَّةٌ,قمم,قمة,1,0
قانصة,قَانِصَةٌ,قنص,قانصة,1,0
قنصلية,قُنْصُلِيَّةٌ,قنصلية,قنصلية,1,0
قنة,قُنَّةٌ,قنن,قنة,1,0
قنينة,قِنِّينَةٌ,قنن,قنينة,1,0
قناة,قَنَاةٌ,قنو,قناة,1,0
قهوة,قَهْوَةٌ,قهو,قهوة,1,0
مقهى,مَقْهَى,قهو,مقهى,1,0
قارية,قَارِيَة,قور,قارية,1,0
مقورة,مِقْوَرَةٌ,قور,مقورة,1,0
قاعة,قَاعَةٌ,قوع,قاعة,1,0
قافية,قَافِيَةٌ,قوف,قافية,1,0
قائمة,قَائِمَةٌ,قوم,قاءمة,1,0
مقامة,مَقَامَةٌ,قوم,مقامة,1,0
قوة,قُوَّة,قوي,قوة,1,0
قيسارية,قِيسَارِيَّةٌ,قيسارية,قيسارية,1,0
قيصرية,قَيْصَرِيَّةٌ,قيصرية,قيصرية,1,0
كأباء,كَأْبَاءُ,كأب,كءباء,1,0
كاتدرائية,كَاتِدْرَائِيَّةٌ,كاتدرائية,كاتدراءية,1,0
كأداء,كَأْدَاءُ,كأد,كءداء,1,0
كاملية,كَامِلِيَّةٌ,كاملية,كاملية,1,0
كاوكاوية,كَاوْكَاوِيَّةٌ,كاوكاوية,كاوكاوية,1,0
كبة,كَبَّةٌ,كبب,كبة,1,0
كبة,كُبَّةٌ,كبب,كبة,1,0
كبداء,كَبْدَاءُ,كبد,كبداء,1,0
كبرة,كَبْرَةٌ,كبر,كبرة,1,0
كبيسة,كَبِيسَةٌ,كبس,كبيسة,1,0
كبشة,كَبْشَةٌ,كبش,كبشة,1,0
كبرياء,كِبْرِيَاءُ,كبر,كبرياء,1,0
كتيبة,كَتِيبَةٌ,كتب,كتيبة,1,0
مكتبة,مَكْتَبَةٌ,كتب,مكتبة,1,0
كتلة,كُتْلَةٌ,كتل,كتلة,1,0
كثلكة,كَثْلَكَةٌ,كثلكة,كثلكة,1,0
كتونة,كَتُونَةٌ,كتن,كتونة,1,0
مكحلة,مُكْحُلَةٌ,كحل,مكحلة,1,0
كادمة,كَادِمَةٌ,كدم,كادمة,1,0
كدية,كُدْيَةٌ,كدي,كدية,1,0
كرازة,كِرَازَةٌ,كرازة,كرازة,1,0
كربة,كُرْبَةٌ,كربة,كربة,1,0
مكرزة,مَكْرَزَةٌ,كرز,مكرزة,1,0
كارثة,كَارِثَةٌ,كرث,كارثة,1,0
كراكة,كَرَّاكَةٌ,كرك,كراكة,1,0
أكرومة,أُكْرُومَةٌ,كرم,ءكرومة,1,0
كرمة,كَرْمَةٌ,كرمة,كرمة,1,0
كرنبية,كُرُنْبِيَّةٌ,كرنبية,كرنبية,1,0
كريهة,كَرِيهَةٌ,كره,كريهة,1,0
مكرهة,مَكْرَهَةٌ,كره,مكرهة,1,0
مكروهة,مَكْرُوهَةٌ,كره,مكروهة,1,0
كارية,كَارِيَةٌ,كرى,كارية,1,0
كزبرة,كُزْبَرَةٌ,كزبرة,كزبرة,1,0
كستناء,كَسْتَنَاءُ,كستناء,كستناء,1,0
كستنة,كَسْتَنَةٌ,كستنة,كستنة,1,0
كساحة,كُسَاحَةٌ,كسح,كساحة,1,0
مكسحة,مِكْسَحَةٌ,كسح,مكسحة,1,0
كسارة,كَسَّارَةٌ,كسر,كسارة,1,0
كسارة,كُسَارَةٌ,كسر,كسارة,1,0
كسرة,كِسْرَةٌ,كسر,كسرة,1,0
كسوة,كُسْوَةٌ,كسو,كسوة,1,0
كظامة,كِظَامَةٌ,كظامة,كظامة,1,0
كظيمة,كَظِيمَةٌ,كظم,كظيمة,1,0
كعبة,كَعْبَةٌ,كعب,كعبة,1,0
كفتة,كَفْتَةٌ,كفتة,كفتة,1,0
كافة,كَافَّةٌ,كفف,كافة,1,0
كفة,كَفَّةٌ,كفف,كفة,1,0
كفة,كُفَّةٌ,كفف,كفة,1,0
كفة,كِفَّةٌ,كفف,كفة,1,0
مكلأة,مَكْلأَةٌ,كلأ,مكلءة,1,0
مكلبة,مَكْلَبَةٌ,كلب,مكلبة,1,0
كلبة,كَلْبَةٌ,كلبتان,كلبة,1,0
كلسة,كَلَسَةٌ,كلسة,كلسة,1,0
تكلفة,تَكْلِفَةٌ,كلف,تكلفة,1,0
كلفة,كُلْفَةٌ,كلف,كلفة,1,0
كلية,كُلِّيَّةٌ,كلل,كلية,1,0
كلمة,كَلِمَةٌ,كلم,كلمة,1,0
كلوة,كُلْوَةٌ,كلوة,كلوة,1,0
كلية,كُلْيَةٌ,كلي,كلية,1,0
كلاسة,كَلاَّسَةٌ,كلس,كلاسة,1,0
مكمأة,مَكْمَأَةٌ,كمأ,مكمءة,1,0
كمثرى,كُمَّثْرَى,كمثرى,كمثرى,1,0
كماشة,كَمَّاشَةٌ,كمش,كماشة,1,0
تكملة,تَكْمِلَةٌ,كمل,تكملة,1,0
كماليات,كَمَالِيَّاتٌ,كمل,كماليات,1,0
كمة,كُمَّةٌ,كمم,كمة,1,0
كمنجة,كَمَنْجَةٌ,كمنجة,كمنجة,1,0
كنارة,كَنَّارَةٌ,كنارة,كنارة,1,0
كنافة,كِنَافَةٌ,كنافة,كنافة,1,0
كنكة,كَنْكَةٌ,كنكة,كنكة,1,0
كنانة,كِنَانَةٌ,كنن,كنانة,1,0
كنة,كَنَّةٌ,كنن,كنة,1,0
كنة,كُنَّةٌ,كنن,كنة,1,0
كنوة,كُنْوَةٌ,كنو،كني,كنوة,1,0
كنيسة,كَنِيسَةٌ,كنيسة,كنيسة,1,0
كهرباء,كَهْرَبَاءُ,كهرب,كهرباء,1,0
كناسة,كُنَاسَةٌ,كنس,كناسة,1,0
كهولية,كُهُولِيَّةٌ,كهل,كهولية,1,0
كهانة,كِهَانَةٌ,كهن,كهانة,1,0
كورة,كُورَةٌ,كور,كورة,1,0
كوساء,كَوْسَاءُ,كوس,كوساء,1,0
كوفة,كُوفَةٌ,كوف,كوفة,1,0
كوفية,كُوفِيَّةٌ,كوف,كوفية,1,0
كوكبة,كَوْكَبَةٌ,كوكب,كوكبة,1,0
كولة,كُولَةٌ,كولة,كولة,1,0
كومة,كُومَةٌ,كوم,كومة,1,0
كوة,كُوَّةٌ,كوي,كوة,1,0
مكواة,مِكْوَاةٌ,كوي,مكواة,1,0
كاسة,كَاسَةٌ,كيس,كاسة,1,0
كيالة,كِيَالَةٌ,كيل,كيالة,1,0
كيمياء,كِيمْيَاءُ,كيمياء,كيمياء,1,0
لات,لاَتٌ,لات,لات,1,0
لؤلؤة,لُؤْلُؤَةٌ,لألأ,لءلءة,1,0
لؤلئية,لُؤْلُئِيَّةٌ,لألأ,لءلءية,1,0
لبوة,لَبْوَةٌ,لبأ,لبوة,1,0
لبة,لَبَّةٌ,لبب,لبة,1,0
لبدة,لُبْدَةٌ,لبد,لبدة,1,0
لبدة,لِبْدَةٌ,لبدة,لبدة,1,0
لبكة,لَبَكَةٌ,لبك,لبكة,1,0
لبكة,لَبْكَةٌ,لبك,لبكة,1,0
لبانة,لُبَانَةٌ,لبن,لبانة,1,0
لبنة,لَبِنَةٌ,لبن,لبنة,1,0
لبنى,لُبْنَى,لبن,لبنى,1,0
ملبنة,مَلْبَنَةٌ,لبن,ملبنة,1,0
لبنية,لَبْنِيَّةٌ,لبنية,لبنية,1,0
لبؤة,لَبُؤَةٌ,لبؤة,لبءة,1,0
لثغة,لُثْغَةٌ,لثغ,لثغة,1,0
لثة,لِثَةٌ,لثي,لثة,1,0
لجنة,لَجْنَةٌ,لجن,لجنة,1,0
لجين,لَجِينٌ,لجن,لجين,1,0
لجين,لُجَيْنٌ,لجن,لجين,1,0
لاحسة,لاَحِسَةٌ,لحس,لاحسة,1,0
لاحظة,لاَحِظَةٌ,لحظ,لاحظة,1,0
ملحفة,مِلْحَفَةٌ,لحف,ملحفة,1,0
ملحمة,مَلْحَمَةٌ,لحم,ملحمة,1,0
لحمة,لُحْمَةٌ,لحم,لحمة,1,0
لحية,لِحْيَةٌ,لحي,لحية,1,0
ملذة,مَلَذَّةٌ,لذذ,ملذة,1,0
لزقة,لَزْقَةٌ,لزق,لزقة,1,0
لازمة,لاَزِمَة,لزم,لازمة,1,0
ملزمة,مَلْزَمَةٌ,لزم,ملزمة,1,0
لصة,لُصَّةٌ,لصص,لصة,1,0
لطعة,لُطْعَةٌ,لطعة,لطعة,1,0
ألعوبة,أُلْعُوبَةٌ,لعب,ءلعوبة,1,0
ملعبة,مِلْعَبَةٌ,لعب,ملعبة,1,0
ملعقة,مِلْعَقَةٌ,لعق,ملعقة,1,0
ملعنة,مَلْعَنَةٌ,لعن,ملعنة,1,0
لغة,لُغَةٌ,لغو,لغة,1,0
لافتة,لاَفِتَةٌ,لفت,لافتة,1,0
لافظة,لاَفِظَةٌ,لفظ,لافظة,1,0
لفاظة,لُفَاظَةٌ,لفظ,لفاظة,1,0
تلفيعة,تَلْفيعَةٌ,لفع,تلفيعة,1,0
لفافة,لِفَافَةٌ,لفف,لفافة,1,0
لفيتة,لَفِيتَةٌ,لفيتة,لفيتة,1,0
لقاطة,لُقَاطَةٌ,لقط,لقاطة,1,0
لقطة,لُقْطَةٌ,لقط,لقطة,1,0
لقمة,لَقْمَةٌ,لقم,لقمة,1,0
لقمة,لُقْمَةٌ,لقم,لقمة,1,0
لقوة,لَقْوَةٌ,لقو,لقوة,1,0
لقوة,لِقْوَةٌ,لقوة,لقوة,1,0
لكمة,لَكْمَةٌ,لكم,لكمة,1,0
لمة,لَمَّةٌ,لمة,لمة,1,0
لمة,لِمَّةٌ,لمة,لمة,1,0
لمجة,لُمْجَةٌ,لمج,لمجة,1,0
لامسة,لاَمِسَةٌ,لمس,لامسة,1,0
معية,مَعِيَّةٌ,لمع,معية,1,0
لمة,لُمَّةٌ,لمم,لمة,1,0
ملمة,مُلِمَّةٌ,لمم,ملمة,1,0
لمى,لَمًى,لمي,لمى,1,0
لهجة,لَهْجَةٌ,لهج,لهجة,1,0
لهجة,لُهْجَةٌ,لهج,لهجة,1,0
لاهة,لاَهَةٌ,لهو,لاهة,1,0
لهاة,لَهَاةٌ,لهو,لهاة,1,0
ملهاة,مَلْهَاةٌ,لهو,ملهاة,1,0
لوبياء,لُوبْيَاءُ,لوبياء,لوبياء,1,0
لائحة,لاَئِحَةٌ,لوح,لاءحة,1,0
لوزة,لَوْزَةٌ,لوز,لوزة,1,0
لوزية,لَوْزِيَّةٌ,لوز,لوزية,1,0
لولاء,لَوْلاَءُ,لول,لولاء,1,0
لائمة,لاَئِمَةٌ,لوم,لاءمة,1,0
ليلاء,لَيْلاَءُ,ليل,ليلاء,1,0
ليلى,لَيْلَى,ليل,ليلى,1,0
ليمونية,لَيْمُونِيَّةٌ,ليم,ليمونية,1,0
ليونة,لُيُونَةٌ,لين,ليونة,1,0
ماسورة,مَاسُورَةٌ,ماسورة,ماسورة,1,0
مؤونة,مَؤُونَةٌ,مأن,مءونة,1,0
ماهية,مَاهِيَةٌ,ماهية,ماهية,1,0
متعة,مُتْعَةٌ,متع,متعة,1,0
مثانة,مَثَانَةٌ,مثانة,مثانة,1,0
أمثولة,أُمْثولَةٌ,مثل,ءمثولة,1,0
مجدرة,مُجَدَّرَةٌ,مجدرة,مجدرة,1,0
محارة,مَحَارَةٌ,محر,محارة,1,0
محنة,مِحْنَةٌ,محن,محنة,1,0
ممحاة,مِمْحَاةٌ,محو,ممحاة,1,0
ماخرة,مَاخِرَةٌ,مخر,ماخرة,1,0
ممخضة,مِمْخَضَةٌ,مخض,ممخضة,1,0
غائلة,غَائِلَةٌ,غيل,غاءلة,1,0
مادة,مَادَّةٌ,مدد,مادة,1,0
مدة,مُدَّةٌ,مدد,مدة,1,0
مدية,مُدْيَةٌ,مدي,مدية,1,0
مراسة,مَرَاسَةٌ,مرس,مراسة,1,0
مريسة,مَرِيسَةٌ,مرس,مريسة,1,0
مرسة,مَرْسَةٌ,مرسة,مرسة,1,0
مرقة,مَرْقَةٌ,مرق,مرقة,1,0
مزية,مَزِيَّةٌ,مزي,مزية,1,0
ممسحة,مِمْسَحَةٌ,مسح,ممسحة,1,0
مماسة,مُمَاسَّةٌ,مسس,مماسة,1,0
ماسكة,مَاسِكَةٌ,مسك,ماسكة,1,0
مسكة,مُسْكَةٌ,مسك,مسكة,1,0
مشربية,مَشْرَبِيَّةٌ,مشربية,مشربية,1,0
مشاطة,مَشَّاطَةٌ,مشط,مشاطة,1,0
مشاطة,مُشَاطَةٌ,مشط,مشاطة,1,0
ممشقة,مِمْشَقَةٌ,مشق,ممشقة,1,0
أمسية,أُمْسِيَّةٌ,مسو,ءمسية,1,0
ماشية,مَاشِيَةٌ,مشي,ماشية,1,0
مشاة,مُشَاةٌ,مشي,مشاة,1,0
مشاية,مَشَّايَةٌ,مشي,مشاية,1,0
ممشى,مَمْشًى,مشي,ممشى,1,0
مصاصة,مَصَّاصَةٌ,مصص,مصاصة,1,0
مصاصة,مُصَاصَةٌ,مصص,مصاصة,1,0
مصيصة,مُصَيْصَةٌ,مصص,مصيصة,1,0
مصطكى,مُصْطَكَى,مصطكى,مصطكى,1,0
مصالة,مَصَالَةٌ,مصل,مصالة,1,0
مطرية,مَطَرِيَّةٌ,مطر,مطرية,1,0
مطرانية,مُطْرَانِيَّةٌ,مطرانية,مطرانية,1,0
مطرة,مَطَرَةٌ,مطرة,مطرة,1,0
مطيلة,مَطِيلَةٌ,مطل,مطيلة,1,0
مطلمة,مِطْلَمَةٌ,مطلمة,مطلمة,1,0
مطية,مَطِيَّةٌ,مطو,مطية,1,0
معية,مَعِيَّةٌ,مع,معية,1,0
معدة,مَعِدَةٌ,معدة,معدة,1,0
معزاة,مِعْزَاةٌ,معز,معزاة,1,0
معزى,مِعْزَى,معز,معزى,1,0
معكرونة,مَعْكَرُونَةٌ,معكرونة,معكرونة,1,0
مغربية,مُغْرَبِيَّةٌ,مغربية,مغربية,1,0
مفلطحة,مُفَلْطَحَةٌ,مفلطحة,مفلطحة,1,0
مقلة,مُقْلَةٌ,مقل,مقلة,1,0
مكاء,مُكَّاءٌ,مكاء,مكاء,1,0
إمكانية,إِمْكانِيَّةٌ,مكن,ءمكانية,1,0
ممكنات,مُمْكِنَاتٌ,مكن,ممكنات,1,0
مكنة,مَكَنَةٌ,مكنة,مكنة,1,0
ملاحة,مَلاَّحَةٌ,ملح,ملاحة,1,0
ملاحة,مِلاَحَةٌ,ملح,ملاحة,1,0
ملحة,مُلْحَةٌ,ملح,ملحة,1,0
مملحة,مَمْلَحَةٌ,ملح,مملحة,1,0
مملحة,مِمْلَحَةٌ,ملح,مملحة,1,0
ملكة,مَلَكَةٌ,ملك,ملكة,1,0
ملة,مِلَّةٌ,ملل,ملة,1,0
ملوخية,مُلُوخِيَّةٌ,ملوخية,ملوخية,1,0
منحة,مِنْحَةٌ,منح,منحة,1,0
أمنية,أُمْنِيَّةٌ,مني,ءمنية,1,0
منية,مَنِيَّةٌ,مني,منية,1,0
منية,مُنْيَةٌ,مني,منية,1,0
مهجة,مُهْجَةٌ,مهج,مهجة,1,0
مهاة,مَهَاةٌ,مهو,مهاة,1,0
موتة,مَوْتَةٌ,موت,موتة,1,0
موسيقى,مُوسِيقَى,موسيقى,موسيقى,1,0
مومياء,مُومِيَاءُ,موم,مومياء,1,0
مونة,مُونَةٌ,مون,مونة,1,0
ميثولوجية,مِيثُولُوجِيَّةٌ,ميثولوجية,ميثولوجية,1,0
مائدة,مَائِدَةٌ,ميد,ماءدة,1,0
ميدالية,مِيدَالْيَةٌ,ميدالية,ميدالية,1,0
ميعة,مِيعَةٌ,ميع,ميعة,1,0
ميوعة,مُيُوعَةٌ,ميع,ميوعة,1,0
إمالة,إمَالَةٌ,ميل,ءمالة,1,0
ناحية,نَاحِيَةٌ,ناحية,ناحية,1,0
نافورة,نَافُورَةٌ,نافورة,نافورة,1,0
