unvocalized,vocalized,jamid
قزحة,قُزْحَةٌ,1
قزحية,قُزَحِيَّةٌ,1
قازوزة,قَازُوزَةٌ,1
قزازة,قِزَازَةٌ,1
قسمة,قَسَمَةٌ,1
قسمة,قِسْمَةٌ,1
قصة,قُصَّةٌ,1
قشابية,قَشَّابِيَّةٌ,1
قشدة,قِشْدَةٌ,1
قشارة,قُشَارَةٌ,1
قشرة,قِشْرَةٌ,1
قشة,قَشَّةٌ,1
قشلة,قِشْلَةٌ,1
قصابة,قِصَابَةٌ,1
قصبة,قَصَبَةٌ,1
قصارة,قُصَارَةٌ,1
قصارى,قُصَارَى,1
قصرة,قَصَرَةٌ,1
مقصورة,مَقْصُورَةٌ,1
أقصوصة,أُقْصُوصَةٌ,1
قصاصة,قُصَاصَةٌ,1
قصبة,قَصِبَةٌ,1
قصة,قِصَّةٌ,1
قصعة,قَصْعَةٌ,1
قصالة,قُصَالَةٌ,1
قصلة,قَصْلَةٌ,1
مقصلة,مِقْصَلَةٌ,1
قضيبة,قُضَيِّبَةٌ,1
قضة,قَضَّةٌ,1
قضة,قِضَّةٌ,1
قاضية,قَاضِيَةٌ,1
قضية,قَضِيَّةٌ,1
قطارة,قَطَّارَةٌ,1
قطارة,قُطَارَةٌ,1
مقطورة,مَقْطُورَةٌ,1
إقطاعة,إقْطَاعَةٌ,1
قطاعة,قُطَاعَةٌ,1
قطعة,قِطْعَةٌ,1
قطيعة,قَطِيعَةٌ,1
مقطوعة,مَقْطُوعَةٌ,1
قطافة,قُطَافَةٌ,1
قطيفة,قَطِيفَةٌ,1
قطنة,قُطْنَةٌ,1
قطاة,قَطَاةٌ,1
قعدة,قُعْدَةٌ,1
مقعدة,مَقْعَدَةٌ,1
قفرة,قَفْرَةٌ,1
قافزة,قَافِزَةٌ,1
قفة,قُفَّةٌ,1
قافلة,قَافِلَةٌ,1
قفيزة,قُفَيْزَةٌ,1
قلة,قُلَّةٌ,1
قلادة,قِلاَدَةٌ,1
تقليعة,تَقْليعَةٌ,1
قلعة,قَلْعَةٌ,1
قلفة,قُلْفَةٌ,1
أقلية,أقَلِّيَّةٌ,1
قلامة,قُلاَمَةٌ,1
مقلمة,مِقْلَمَةٌ,1
قلنسوة,قَلَنْسُوَةٌ,1
قلية,قَلِيَّةٌ,1
مقلاة,مِقْلاَةٌ,1
مقلى,مِقْلَى,1
قمحية,قَمْحِيَّةٌ,1
قمراء,قَمْرَاءُ,1
قمرة,قُمْرَةٌ,1
قمرية,قَمْرِيَّةٌ,1
قمرية,قَمَرِيَّةٌ,1
قماشة,قُمَاشَةٌ,1
قمعة,قَمَعَةٌ,1
مقمعة,مِقْمَعَةٌ,1
قمقمة,قُمْقُمَةٌ,1
قملة,قُمَّلَةٌ,1
قملة,قَمْلَةٌ,1
قمامة,قُمَامَةٌ,1
قمامية,قُمَامِيَّةٌ,1
قنبرة,قُنْبُرَةٌ,1
قنبلة,قُنْبُلَةٌ,1
قنزعة,قَنْزَعَةٌ,1
قمة,قِمَّةٌ,1
قانصة,قَانِصَةٌ,1
قنصلية,قُنْصُلِيَّةٌ,1
قنة,قُنَّةٌ,1
قنينة,قِنِّينَةٌ,1
قناة,قَنَاةٌ,1
قهوة,قَهْوَةٌ,1
مقهى,مَقْهَى,1
قارية,قَارِيَة,1
مقورة,مِقْوَرَةٌ,1
قاعة,قَاعَةٌ,1
قافية,قَافِيَةٌ,1
قيامة,قِيَامَةٌ,1
قائمة,قَائِمَةٌ,1
مقامة,مَقَامَةٌ,1
قوة,قُوَّة,1
قيسارية,قِيسَارِيَّةٌ,1
قيصرية,قَيْصَرِيَّةٌ,1
قيانة,قَيَّانَةٌ,1
كأباء,كَأْبَاءُ,1
كاتدرائية,كَاتِدْرَائِيَّةٌ,1
كأداء,كَأْدَاءُ,1
كاملية,كَامِلِيَّةٌ,1
كاوكاوية,كَاوْكَاوِيَّةٌ,1
كبة,كَبَّةٌ,1
كبة,كُبَّةٌ,1
كبداء,كَبْدَاءُ,1
كبرة,كَبْرَةٌ,1
كبيسة,كَبِيسَةٌ,1
كبشة,كَبْشَةٌ,1
كتبية,كُتُبِيَّةٌ,1
كبرياء,كِبْرِيَاءُ,1
كتيبة,كَتِيبَةٌ,1
مكتبة,مَكْتَبَةٌ,1
كتلة,كُتْلَةٌ,1
كثلكة,كَثْلَكَةٌ,1
كتونة,كَتُونَةٌ,1
مكحلة,مُكْحُلَةٌ,1
أكثرية,أكْثَرِيَّةٌ,1
كادمة,كَادِمَةٌ,1
كدية,كُدْيَةٌ,1
أكذوبة,أُكْذُوبَةٌ,1
كرازة,كِرَازَةٌ,1
كربة,كُرْبَةٌ,1
مكرزة,مَكْرَزَةٌ,1
كارثة,كَارِثَةٌ,1
كراكة,كَرَّاكَةٌ,1
أكرومة,أُكْرُومَةٌ,1
مكرمة,مَكْرُمَةٌ,1
كرمة,كَرْمَةٌ,1
كرنبية,كُرُنْبِيَّةٌ,1
كريهة,كَرِيهَةٌ,1
مكرهة,مَكْرَهَةٌ,1
مكروهة,مَكْرُوهَةٌ,1
كارية,كَارِيَةٌ,1
كرية,كُرَيَّةٌ,1
كزبرة,كُزْبَرَةٌ,1
كسبة,كِسْبَةٌ,1
كستناء,كَسْتَنَاءُ,1
كستنة,كَسْتَنَةٌ,1
كساحة,كُسَاحَةٌ,1
مكسحة,مِكْسَحَةٌ,1
كسارة,كَسَّارَةٌ,1
كسارة,كُسَارَةٌ,1
كسرة,كِسْرَةٌ,1
كسوة,كُسْوَةٌ,1
كظامة,كِظَامَةٌ,1
كظيمة,كَظِيمَةٌ,1
كعبة,كَعْبَةٌ,1
كفاءة,كَفَاءةٌ,1
كفتة,كَفْتَةٌ,1
كفارة,كَفَّارَةٌ,1
كافة,كَافَّةٌ,1
كفة,كَفَّةٌ,1
كفة,كُفَّةٌ,1
كفة,كِفَّةٌ,1
مكلأة,مَكْلأَةٌ,1
مكلبة,مَكْلَبَةٌ,1
كلبة,كَلْبَةٌ,1
كلسة,كَلَسَةٌ,1
تكلفة,تَكْلِفَةٌ,1
كلفة,كُلْفَةٌ,1
كلية,كُلِّيَّةٌ,1
كلمة,كَلِمَةٌ,1
كلوة,كُلْوَةٌ,1
كلية,كُلْيَةٌ,1
كلاسة,كَلاَّسَةٌ,1
مكمأة,مَكْمَأَةٌ,1
كمثرى,كُمَّثْرَى,1
كماشة,كَمَّاشَةٌ,1
تكملة,تَكْمِلَةٌ,1
كماليات,كَمَالِيَّاتٌ,1
كمة,كُمَّةٌ,1
كمنجة,كَمَنْجَةٌ,1
كنارة,كَنَّارَةٌ,1
كنافة,كِنَافَةٌ,1
كنكة,كَنْكَةٌ,1
كنانة,كِنَانَةٌ,1
كنة,كَنَّةٌ,1
كنة,كُنَّةٌ,1
كنوة,كُنْوَةٌ,1
كنيسة,كَنِيسَةٌ,1
كهرباء,كَهْرَبَاءُ,1
كناسة,كُنَاسَةٌ,1
كهولية,كُهُولِيَّةٌ,1
كهانة,كِهَانَةٌ,1
كرة,كُرَةٌ,1
كورة,كُورَةٌ,1
كوساء,كَوْسَاءُ,1
كوفة,كُوفَةٌ,1
كوفية,كُوفِيَّةٌ,1
كوكبة,كَوْكَبَةٌ,1
كولة,كُولَةٌ,1
كومة,كُومَةٌ,1
كوة,كُوَّةٌ,1
مكواة,مِكْوَاةٌ,1
كاسة,كَاسَةٌ,1
كيالة,كِيَالَةٌ,1
كيمياء,كِيمْيَاءُ,1
لات,لاَتٌ,1
لؤلؤة,لُؤْلُؤَةٌ,1
لؤلئية,لُؤْلُئِيَّةٌ,1
لبوة,لَبْوَةٌ,1
لبة,لَبَّةٌ,1
لبدة,لُبْدَةٌ,1
لبدة,لِبْدَةٌ,1
لبكة,لَبَكَةٌ,1
لبكة,لَبْكَةٌ,1
لبادة,لُبَّادَةٌ,1
لبانة,لُبَانَةٌ,1
لبنة,لَبِنَةٌ,1
لبنى,لُبْنَى,1
ملبنة,مَلْبَنَةٌ,1
لبنية,لَبْنِيَّةٌ,1
لبؤة,لَبُؤَةٌ,1
لثغة,لُثْغَةٌ,1
لثة,لِثَةٌ,1
لجنة,لَجْنَةٌ,1
لجين,لَجِينٌ,1
لجين,لُجَيْنٌ,1
لاحسة,لاَحِسَةٌ,1
لاحظة,لاَحِظَةٌ,1
ملحفة,مِلْحَفَةٌ,1
ملحمة,مَلْحَمَةٌ,1
لحمة,لُحْمَةٌ,1
لحية,لِحْيَةٌ,1
لذة,لَذَّةٌ,1
ملذة,مَلَذَّةٌ,1
لزقة,لَزْقَةٌ,1
لازمة,لاَزِمَة,1
ملزمة,مَلْزَمَةٌ,1
لصة,لُصَّةٌ,1
لطعة,لُطْعَةٌ,1
ألعوبة,أُلْعُوبَةٌ,1
لعيبة,لُعَيْبَةٌ,1
ملعبة,مِلْعَبَةٌ,1
ملعقة,مِلْعَقَةٌ,1
ملعنة,مَلْعَنَةٌ,1
لغة,لُغَةٌ,1
لافتة,لاَفِتَةٌ,1
لفحة,لَفْحَةٌ,1
لافظة,لاَفِظَةٌ,1
لفاظة,لُفَاظَةٌ,1
تلفيعة,تَلْفيعَةٌ,1
لفافة,لِفَافَةٌ,1
لفيتة,لَفِيتَةٌ,1
لقاطة,لُقَاطَةٌ,1
لقطة,لُقْطَةٌ,1
لقمة,لَقْمَةٌ,1
لقمة,لُقْمَةٌ,1
لقوة,لَقْوَةٌ,1
لقوة,لِقْوَةٌ,1
ألقية,أُلْقِيَّةٌ,1
لكمة,لَكْمَةٌ,1
لمة,لَمَّةٌ,1
لمة,لِمَّةٌ,1
لمجة,لُمْجَةٌ,1
لامسة,لاَمِسَةٌ,1
معية,مَعِيَّةٌ,1
ملمعة,مُلَمَّعَةٌ,1
لمة,لُمَّةٌ,1
ملمة,مُلِمَّةٌ,1
لمى,لَمًى,1
لهزمة,لِهْزِمَة,1
لهجة,لُهْجَةٌ,1
لهزمة,لِهْزِمَةٌ,1
ألهوة,أُلْهُوَّةٌ,1
لاهة,لاَهَةٌ,1
لهاة,لَهَاةٌ,1
ملهاة,مَلْهَاةٌ,1
لوبياء,لُوبْيَاءُ,1
لائحة,لاَئِحَةٌ,1
لوحة,لَوْحَةٌ,1
لوزة,لَوْزَةٌ,1
لوزية,لَوْزِيَّةٌ,1
لولاء,لَوْلاَءُ,1
لائمة,لاَئِمَةٌ,1
ليلاء,لَيْلاَءُ,1
ليلى,لَيْلَى,1
ليمونية,لَيْمُونِيَّةٌ,1
ليونة,لُيُونَةٌ,1
ماسورة,مَاسُورَةٌ,1
مؤونة,مَؤُونَةٌ,1
ماهية,مَاهِيَةٌ,1
متعة,مُتْعَةٌ,1
مثانة,مَثَانَةٌ,1
أمثولة,أُمْثولَةٌ,1
مجدرة,مُجَدَّرَةٌ,1
محارة,مَحَارَةٌ,1
محنة,مِحْنَةٌ,1
ممحاة,مِمْحَاةٌ,1
ماخرة,مَاخِرَةٌ,1
ممخضة,مِمْخَضَةٌ,1
غائلة,غَائِلَةٌ,1
مادة,مَادَّةٌ,1
مدة,مُدَّةٌ,1
مدينة,مَدِينَةٌ,1
مدية,مُدْيَةٌ,1
مذقة,مَذْقَةٌ,1
جلادة,جَلاَدَةٌ,1
مراسة,مَرَاسَةٌ,1
مريسة,مَرِيسَةٌ,1
مرسة,مَرْسَةٌ,1
مرقة,مَرْقَةٌ,1
مزة,مَزَّةٌ,1
مزية,مَزِيَّةٌ,1
ممسحة,مِمْسَحَةٌ,1
مماسة,مُمَاسَّةٌ,1
ماسكة,مَاسِكَةٌ,1
مسكة,مُسْكَةٌ,1
مشربية,مَشْرَبِيَّةٌ,1
مشاطة,مَشَّاطَةٌ,1
مشاطة,مُشَاطَةٌ,1
ممشقة,مِمْشَقَةٌ,1
أمسية,أُمْسِيَّةٌ,1
ماشية,مَاشِيَةٌ,1
مشاة,مُشَاةٌ,1
مشاية,مَشَّايَةٌ,1
ممشى,مَمْشًى,1
مصاصة,مَصَّاصَةٌ,1
مصاصة,مُصَاصَةٌ,1
مصيصة,مُصَيْصَةٌ,1
مصطكى,مُصْطَكَى,1
مصالة,مَصَالَةٌ,1
مطرية,مَطَرِيَّةٌ,1
مطرانية,مُطْرَانِيَّةٌ,1
مطرة,مَطَرَةٌ,1
مطيلة,مَطِيلَةٌ,1
مطلمة,مِطْلَمَةٌ,1
مطية,مَطِيَّةٌ,1
معية,مَعِيَّةٌ,1
معرفة,مَعْرِفَة,1
معدة,مَعِدَةٌ,1
معزاة,مِعْزَاةٌ,1
معزى,مِعْزَى,1
معكرونة,مَعْكَرُونَةٌ,1
مغربية,مُغْرَبِيَّةٌ,1
مفلطحة,مُفَلْطَحَةٌ,1
مقلة,مُقْلَةٌ,1
مكاء,مُكَّاءٌ,1
إمكانية,إِمْكانِيَّةٌ,1
ممكنات,مُمْكِنَاتٌ,1
مكنة,مَكَنَةٌ,1
ملاءة,مُلاَءةٌ,1
أملوحة,أُمْلوحَةٌ,1
ملاحة,مَلاَّحَةٌ,1
ملاحة,مِلاَحَةٌ,1
ملحة,مُلْحَةٌ,1
مملحة,مَمْلَحَةٌ,1
مملحة,مِمْلَحَةٌ,1
ملاسة,مَلاَّسَةٌ,1
ملكة,مَلَكَةٌ,1
ملكية,مِلْكِيَّةٌ,1
ملة,مِلَّةٌ,1
ملوخية,مُلُوخِيَّةٌ,1
منحة,مِنْحَةٌ,1
منعة,مَنْعَةٌ,1
منة,مُنَّةٌ,1
أمنية,أُمْنِيَّةٌ,1
منية,مَنِيَّةٌ,1
منية,مُنْيَةٌ,1
مهجة,مُهْجَةٌ,1
مهاة,مَهَاةٌ,1
موتة,مَوْتَةٌ,1
موسيقى,مُوسِيقَى,1
مومياء,مُومِيَاءُ,1
مونة,مُونَةٌ,1
ميثولوجية,مِيثُولُوجِيَّةٌ,1
مائدة,مَائِدَةٌ,1
ميدالية,مِيدَالْيَةٌ,1
ميعة,مِيعَةٌ,1
ميوعة,مُيُوعَةٌ,1
إمالة,إمَالَةٌ,1
ناحية,نَاحِيَةٌ,1
نافورة,نَافُورَةٌ,1
نافورية,نَافُورِيَّةٌ,1
ناقبة,نَاقِبَةٌ,1
ناقة,نَاقَةٌ,1
ناموسية,نَامُوسِيَّةٌ,1
نبوءة,نُبُوءةٌ,1
نبوة,نُبُوَّةٌ,1
نبذة,نُبْذَةٌ,1
نبضة,نَبْضَةٌ,1
نبطية,نَبَطِيَّةٌ,1
نبالة,نِبَالَةٌ,1
نتيجة,نَتِيجَةٌ,1
نتفة,نُتْفَةٌ,1
نتانة,نَتَانَةٌ,1
نجادة,نِجَادَةٌ,1
تنجرة,تَنْجَرةٌ,1
نجارة,نِجَارَةٌ,1
نجعة,نُجْعَةٌ,1
نجفة,نُجْفَةٌ,1
نجامة,نِجَامَةٌ,1
منجاة,مَنْجَاةٌ,1
منجى,مَنْجًى,1
نحاتة,نُحَاتَةٌ,1
نحاتة,نِحَاتَةٌ,1
نحيرة,نَحِيرَةٌ,1
نحيزة,نَحِيزَةٌ,1
نحلة,نِحْلَةٌ,1
منحى,مَنْحًى,1
نحية,نَحِيَّةٌ,1
منحاة,مَنْحَاةٌ,1
نخبة,نُخْبَةٌ,1
نخاسة,نِخَاسَةٌ,1
نخاعة,نُخَاعَةٌ,1
نخالة,نُخَالَةٌ,1
نخلة,نَخْلَةٌ,1
نخامة,نُخَامَةٌ,1
ندأة,نَدْأَةٌ,1
مندوحة,مَنْدُوحَةٌ,1
نادرة,نَادِرَةٌ,1
ندرة,نُدْرَةٌ,1
ندافة,نُدَافَةٌ,1
ندافة,نِدَافَةٌ,1
ندفة,نُدْفَةٌ,1
ندهة,نَدْهَةٌ,1
منتدى,مُنْتَدًى,1
نذيرة,نَذِيرَةٌ,1
نزفة,نُزْفَةٌ,1
منزلة,مَنْزِلَةٌ,1
نازلة,نَازِلَةٌ,1
نزالة,نُزَالَةٌ,1
نسأة,نُسْأَةٌ,1
نساجة,نِسَاجَةٌ,1
نسخة,نُسْخَةٌ,1
نسرين,نِسْرِينٌ,1
نسافة,نَسَّافَةٌ,1
نسافة,نُسَافَةٌ,1
نسفة,نَسَفَةٌ,1
نسيكة,نَسِيكَةٌ,1
نسمة,نَسَمَةٌ,1
منشأة,مُنْشَأَةٌ,1
أنشودة,أُنْشودَةٌ,1
منشرة,مَنْشَرَةٌ,1
نشارة,نُشَارَةٌ,1
نشرة,نُشْرَةٌ,1
أنشوطة,أُنْشوطَةٌ,1
نشيطة,نَشِيطَةٌ,1
منشفة,مِنْشَفَةٌ,1
نشافة,نُشَافَةٌ,1
نشفة,نُشْفَةٌ,1
ناصبة,نَاصِبَة,1
نصيحة,نَصِيحَةٌ,1
منصة,مَنَصَّةٌ,1
نصة,نُصَّةٌ,1
نصلة,نَصْلَةٌ,1
ناصية,نَاصِيَةٌ,1
منضحة,مِنْضَحَةٌ,1
منضدة,مِنْضَدَةٌ,1
نضادة,نُضَادَةٌ,1
نضاضة,نُضَاضَةٌ,1
نطاعة,نُطَاعَةٌ,1
نطافة,نُطَافَةٌ,1
نطفة,نُطْفَةٌ,1
نطفة,نَطَفَةٌ,1
منطقة,مِنْطَقَةٌ,1
نظارة,نَظَّارَةٌ,1
نظارة,نَظَّارَةٌ,1
نظرة,نَظِرَةٌ,1
منظفات,مُنَظِّفَاتٌ,1
منظفة,مُنَظِّفَة,1
أنظومة,أُنْظومَةٌ,1
منظمة,مُنَظَّمَةٌ,1
ناظمة,نَاظِمَةٌ,1
نعامة,نَعَامَةٌ,1
ناعتة,نَاعِتَةٌ,1
نعجة,نَعْجَةٌ,1
ناعورة,نَاعُورَةٌ,1
نعرة,نُعَرَةٌ,1
نعامى,نُعَامَى,1
نعماء,نَعْمَاءُ,1
نعمى,نُعْمَى,1
نعمى,نُعْمَى,1
منعى,مَنْعًى,1
منعاة,مَنْعَاةٌ,1
نغصة,نُغْصَةٌ,1
نغمة,نَغْمَةٌ,1
نفاثة,نُفَاثَةٌ,1
نفاخة,نُفَّاخَةٌ,1
نافذة,نَافِذَةٌ,1
نفورة,نُفُورَةٌ,1
نفساء,نُفَسَاءُ,1
منفضة,مَنْفَضَةٌ,1
نفاطة,نَفَّاطَةٌ,1
منفعة,مَنْفَعَةٌ,1
نفاوة,نُفَاوَةٌ,1
منفى,مَنْفًى,1
نفاية,نُفَايَةٌ,1
نقيضة,نَقِيضَة,1
منقبة,مَنْقَبَةٌ,1
نقبة,نُقْبَةٌ,1
نقيبة,نَقِيبَةٌ,1
نقارة,نُقَارَةٌ,1
نقرة,نُقَرَةٌ,1
نقرة,نُقْرَةٌ,1
نقيرة,نَقِيرَةٌ,1
نقاشة,نِقَاشَةٌ,1
مناقصة,مُنَاقَصَةٌ,1
نقيصة,نَقِيصَةٌ,1
نقطة,نُقْطَةٌ,1
منقعة,مِنْقَعَةٌ,1
نقيعة,نَقِيعَةٌ,1
تنقيلة,تَنْقِيلَةٌ,1
منقلة,مِنْقَلَةٌ,1
نقلة,نُقْلَةٌ,1
نقاة,نَقَاةٌ,1
نكتة,نُكْتَةٌ,1
نكراء,نَكْرَاءُ,1
نكفة,نَكَفَةٌ,1
نمرة,نُمْرَةٌ,1
أنملة,أُنْمُلَةٌ,1
نملة,نَمْلَةٌ,1
نامة,نَامَّةٌ,1
نهاية,نِهَايَةٌ,1
نهية,نُهْيَةٌ,1
نهى,نُهًى,1
أنواء,أنْوَاءٌ,1
نائبة,نَائِبَةٌ,1
نوبة,نُوبَةٌ,1
مناحة,مَنَاحَةٌ,1
نوارة,نَوَّارَةٌ,1
نوارة,نُوَّارَةٌ,1
نوطة,نَوْطَةٌ,1
ناقة,نَاقَة,1
نواة,نَوَاةٌ,1
هامة,هَامَّةٌ,1
هبرة,هَبْرَةٌ,1
هبرية,هِبْرِيَّةٌ,1
مهبطة,مَهْبَطَةٌ,1
هبالة,هَبَالَةٌ,1
هباءة,هَبَاءةٌ,1
هتفى,هَتْفَى,1
هتكة,هُتْكَةٌ,1
هجرة,هِجْرَةٌ,1
هجيرة,هَجِيرَةٌ,1
هجعة,هَجْعَةٌ,1
هجانة,هِجَانَةٌ,1
أهجية,أُهْجِيَّةٌ,1
هدبة,هُدْبَةٌ,1
هدنة,هُدْنَةٌ,1
هدية,هَدِيَّةٌ,1
هدية,هُدْيَةٌ,1
هريئة,هَرِيئَةٌ,1
هريرة,هَرِيرَةٌ,1
هريسة,هَرِيسَةٌ,1
هراوة,هِرَاوَةٌ,1
أهزوجة,أُهْزُوجَةٌ,1
مهزلة,مَهْزَلَةٌ,1
هزالة,هُزَالَةٌ,1
هازمة,هَازِمَةٌ,1
هضلاء,هَضْلاَءُ,1
هلالية,هِلاَلِيَّةٌ,1
مهلبية,مُهَلَّبِيَّةٌ,1
مهلكة,مَهْلَكَةٌ,1
هلكة,هَلَكَةٌ,1
هامة,هَامَةٌ,1
مهمة,مُهِمَّةٌ,1
همة,هِمَّةٌ,1
هوادة,هَوَادَةٌ,1
هنة,هَنَةٌ,1
هنيهة,هُنَيْهَةٌ,1
هوارة,هَوَّارَةٌ,1
هولة,هُولَةٌ,1
هالة,هَالَةٌ,1
مهواة,مَهْوَاةٌ,1
مهوى,مَهْوًى,1
هواية,هِوَايَةٌ,1
هيجاء,هَيْجَاءُ,1
هيفاء,هَيْفَاءُ,1
هيولى,هُيُولَى,1
موبقة,مُوبِقَةٌ,1
وتيرة,وَتِيرَةٌ,1
واحة,وَاحَةٌ,1
وجيبة,وَجِيبَةٌ,1
وجنة,وَجْنَةٌ,1
توجيهية,تَوْجِيهِيَّةٌ,1
جهة,جِهَةٌ,1
واجهة,وَاجِهَةٌ,1
وجهة,وِجْهَةٌ,1
وحرة,وَحَرَةٌ,1
تخمة,تُخَمَةٌ,1
ودادية,وِدَادِيَّةٌ,1
دعة,دَعَةٌ,1
ميداعة,مِيدَاعَةٌ,1
وديعة,وَدِيعَةٌ,1
ودفة,وَدْفَةٌ,1
ودهاء,وَدْهَاءُ,1
وذماء,وَذْمَاءُ,1
وذيمة,وَذِيمَةٌ,1
وربة,وَرْبَةٌ,1
وردية,وَرْدِيَّةٌ,1
ورشة,وَرْشَةٌ,1
ورطة,وَرْطَةٌ,1
وراقة,وَرَّاقَةٌ,1
وراقة,وِرَاقَةٌ,1
ورقة,وَرَقَةٌ,1
ورقة,وُرْقَةٌ,1
وركاء,وَرْكَاءُ,1
ورهاء,وَرْهَاءُ,1
وزرة,وَزْرَةٌ,1
وزغة,وَزَغَةٌ,1
ميزانية,مِيزَانِيَّةٌ,1
وسادة,وَسَادَةٌ,1
موسوعة,مَوْسُوعَةٌ,1
وسيلة,وَسِيلَةٌ,1
وسمة,وَسْمَةٌ,1
وسنة,وَسْنَةٌ,1
واشجة,وَاشِجَةٌ,1
واصبة,وَاصِبَةٌ,1
وصفة,وَصْفَةٌ,1
وصلة,وُصْلَةٌ,1
وصيلة,وَصِيلَةٌ,1
وصاية,وِصَايَةٌ,1
وصية,وَصِيَّةٌ,1
موضوعة,مَوْضُوعَةٌ,1
وظيفة,وَظِيفَةٌ,1
وعثاء,وَعْثَاءُ,1
موعظة,مَوْعِظَةٌ,1
وفراء,وَفْرَاءُ,1
اتفاقية,اِتِّفَاقِيَّةٌ,1
وفاة,وَفَاةٌ,1
وقباء,وَقْبَاءُ,1
وقيرة,وَقِيرَةٌ,1
واقعة,وَاقِعَةٌ,1
وقيعة,وَقِيعَةٌ,1
أوقية,أَوقِيَةٌ,1
وكيرة,وَكِيرَةٌ,1
وكالة,وِكَالَةٌ,1
وكنة,وَكْنَةٌ,1
وليجة,وَلِيجَةٌ,1
ولاعة,وَلاَّعَةٌ,1
ولقى,وَلَقَى,1
وليمة,وَلِيمَةٌ,1
مولى,مَوْلًى,1
مولاة,مَوْلَاةٌ,1
ونية,وَنِيَّةٌ,1
ونيلية,وَنِيلِيَّةٌ,1
موهبة,مَوْهِبَةٌ,1
وهدة,وَهْدَةٌ,1
وهلة,وَهْلَةٌ,1
وهوهة,وَهْوَهَةٌ,1
ويلة,وَيْلَةٌ,1
وينة,وَيْنَةٌ,1
وين,وَيْنٌ,1
ياسمين,يَاسَمِينٌ,1
ياقة,يَاقَةٌ,1
ياقوتية,يَاقُوتِيَّةٌ,1
يرقانة,يَرْقَانَةٌ,1
ميسرة,مَيْسَرَةٌ,1
يسارة,يَسَارَةٌ,1
يسرة,يَسْرَةٌ,1
يسرى,يُسْرَى,1
يفاعة,يَفَاعَةٌ,1
يقظة,يَقَظَةٌ,1
يمنة,يَمْنَةٌ,1
يمنى,يُمْنَى,1
يمين,يَمِينٌ,1
يينمية,يَيْنَمِيَّةٌ,1
يهماء,يَهْمَاءُ,1
يومية,يَوْمِيَّةٌ,1
بازوكة,بازوكةٌ,1
بتولة,بتولة,1
بذلة,بِذْلَةٌ,1
برغشة,بَرْغَشَةٌ,1
برقشة,برقشة,1
بركن,بركنة,1
بريزة,بريزة,1
بريمة,بريمة,1
تبرئة,تبرئة,1
سنة,سَنَةٌ,1
سنة,سُنَّةٌ,1
رصد,رَصْدٌ,1
جاروف,جَارُوفٌ,1
تلفون,تِلِفونٌ,1
مارة,مَارَّةٌ,1
جدري,جُدَرِيٌّ,1
منون,مَنُونٌ,1
أتون,أَتُونٌ,1
إربيان,إِرْبِيَانٌ,1
أرجوان,أُرْجُوَانٌ,1
أفعوان,أُفْعُوانٌ,1
أفيون,أفيُونٌ,1
أكورديون,أكُورْدِيون,1
إلكترون,إلِكْتُرُونٌ,1
المرء,الْمَرْءُ,1
إنسان,إِنْسانٌ,1
أنسولين,أَنْسُولِين,1
إناء,إِناءٌ,1
إني,إنْيٌ,1
أوان,أوَانٌ,1
أوزون,أُوزُونٌ,1
إيوان,إِيوَانٌ,1
أيون,أَيونٌ,1
باذنجان,بَاذِنْجَانٌ,1
بان,بَانٌ,1
ببغاء,بَبَّغاءُ,1
بتات,بَتَاتٌ,1
بدء,بَدْءٌ,1
بردي,بَرْدِيٌّ,1
برذون,بِرْذَوْنٌ,1
برشان,بَرْشانٌ,1
برغي,بُرْغِيٌّ,1
بركان,بُرْكانٌ,1
